1,501,1096
2,699,619
3,872,180
4,860,233
5,988,107
6,501,624
7,739,775
8,247,354
9,288,731
10,518,781
11,352,452
12,544,993
13,316,309
14,242,234
15,291,843
16,349,820
17,892,856
18,344,360
19,418,445
20,39,519
21,48,935
22,193,705
23,539,12
24,360,576
25,471,894
26,10,765
27,594,788
28,212,649
29,636,11
30,429,751
31,72,341
32,896,806
33,508,627
34,828,48
35,964,226
36,638,861
37,934,354
38,870,325
39,638,346
40,7,515
41,721,595
42,367,268
43,574,1092
44,678,715
45,328,13
46,452,1056
47,729,507
48,715,829
49,649,994
50,492,480
51,588,240
52,493,199
53,833,233
54,784,176
55,886,1096
56,470,443
57,769,973
58,706,368
59,522,453
60,459,508
61,956,900
62,553,642
63,82,719
64,729,656
65,990,315
66,931,50
67,628,1012
68,617,515
69,78,102
70,266,287
71,945,1032
72,612,96
73,764,9
74,431,1050
75,144,1031
76,62,211
77,859,980
78,801,834
79,711,201
80,518,1065
81,999,735
82,47,277
83,194,354
84,348,673
85,760,397
86,481,602
87,25,690
88,522,748
89,797,489
90,90,772
91,998,903
92,259,273
93,730,448
94,208,882
95,524,1034
96,119,100
97,922,928
98,402,942
99,833,709
100,852,481
101,132,206
102,833,922
103,388,247
104,166,537
105,969,797
106,231,100
107,271,663
108,23,572
109,756,605
110,66,557
111,861,201
112,943,993
113,192,916
114,905,310
115,900,242
116,357,789
117,245,590
118,333,532
119,508,528
120,979,999
121,907,778
122,9,490
123,894,96
124,765,430
125,45,502
126,435,880
127,606,808
128,234,272
129,295,158
130,984,1060
131,209,452
132,793,801
133,80,323
134,259,103
135,759,225
136,453,88
137,656,598
138,149,672
139,17,720
140,73,336
141,378,822
142,142,717
143,59,287
144,460,1068
145,883,128
146,843,785
147,147,456
148,902,143
149,153,358
150,413,898
151,0,698
152,680,0
153,188,214
154,247,139
155,859,338
156,512,403
157,15,920
158,232,372
159,0,887
160,298,1025
161,687,233
162,973,704
163,246,856
164,959,1009
165,258,1007
166,808,353
167,34,525
168,289,588
169,930,214
170,891,312
171,816,778
172,268,941
173,703,939
174,333,353
175,698,907
176,87,314
177,456,942
178,523,28
179,629,1085
180,264,502
181,218,455
182,767,37
183,91,804
184,171,925
185,750,222
186,549,264
187,172,767
188,51,185
189,631,999
190,8,707
191,499,182
192,879,490
193,569,325
194,793,13
195,630,1086
196,198,1028
197,235,270
198,504,617
199,54,137
200,363,550
201,181,603
202,904,191
203,834,328
204,945,1064
205,578,849
206,847,848
207,32,292
208,71,149
209,439,242
210,123,1094
211,860,291
212,148,927
213,850,1083
214,357,388
215,958,563
216,771,970
217,283,264
218,737,433
219,384,336
220,624,350
221,181,149
222,476,403
223,341,398
224,217,711
225,237,12
226,316,970
227,747,1063
228,486,459
229,194,328
230,451,225
231,169,133
232,705,447
233,803,641
234,308,26
235,961,452
236,254,908
237,355,331
238,908,882
239,207,273
240,379,862
241,648,104
242,809,602
243,471,960
244,585,95
245,559,536
246,126,786
247,298,1086
248,80,950
249,921,693
250,453,234
251,649,839
252,262,174
253,929,861
254,922,0
255,528,716
256,169,922
257,411,886
258,910,289
259,308,399
260,120,720
261,510,347
262,138,816
263,805,82
264,5,150
265,51,1048
266,495,953
267,404,621
268,261,756
269,211,327
270,372,1008
271,893,551
272,101,975
273,131,591
274,951,77
275,542,697
276,527,94
277,291,346
278,170,64
279,750,1016
280,579,200
281,866,126
282,911,44
283,534,719
284,750,1092
285,708,591
286,932,841
287,675,645
288,821,718
289,932,369
290,344,745
291,673,679
292,578,333
293,257,1057
294,875,206
295,521,513
296,366,125
297,933,653
298,881,518
299,555,185
300,413,588
301,304,434
302,663,1008
303,844,1019
304,517,189
305,729,734
306,716,273
307,841,427
308,870,404
309,845,759
310,577,535
311,770,592
312,194,662
313,77,1083
314,409,286
315,175,935
316,30,24
317,420,422
318,481,35
319,318,325
320,911,71
321,886,891
322,544,955
323,602,1021
324,894,407
325,138,661
326,744,719
327,805,228
328,276,221
329,601,460
330,627,707
331,247,147
332,517,776
333,388,42
334,326,53
335,539,306
336,617,686
337,304,385
338,456,224
339,920,143
340,38,66
341,157,514
342,179,720
343,118,368
344,895,366
345,178,172
346,258,193
347,621,123
348,103,147
349,107,952
350,241,816
351,369,151
352,318,1008
353,835,145
354,792,30
355,808,883
356,450,651
357,689,102
358,40,339
359,257,452
360,711,174
361,767,814
362,675,430
363,254,58
364,279,1054
365,621,491
366,671,283
367,322,101
368,58,249
369,778,738
370,484,114
371,532,642
372,367,1049
373,659,1057
374,809,198
375,18,45
376,616,305
377,274,530
378,114,683
379,806,149
380,722,792
381,272,616
382,92,512
383,412,301
384,898,315
385,706,850
386,543,963
387,473,860
388,64,774
389,279,849
390,451,397
391,557,462
392,519,462
393,863,602
394,539,58
395,81,1087
396,155,306
397,117,512
398,564,950
399,634,975
400,857,215
401,774,431
402,870,190
403,899,968
404,866,1042
405,88,232
406,929,481
407,710,809
408,87,367
409,915,710
410,441,601
411,668,97
412,534,121
413,530,423
414,195,917
415,927,545
416,803,658
417,251,429
418,205,67
419,687,311
420,663,644
421,130,70
422,737,335
423,529,116
424,940,790
425,41,655
426,218,1076
427,121,139
428,711,907
429,579,265
430,244,820
431,505,959
432,108,154
433,884,599
434,216,81
435,607,11
436,829,1082
437,962,958
438,13,225
439,435,797
440,931,4
441,502,388
442,664,115
443,701,858
444,122,40
445,411,156
446,844,517
447,763,232
448,953,518
449,358,957
450,786,966
451,80,757
452,599,8
453,204,508
454,266,745
455,230,410
456,335,53
457,102,733
458,455,212
459,485,812
460,660,552
461,23,400
462,527,97
463,672,349
464,861,328
465,196,449
466,864,616
467,455,938
468,74,1001
469,219,140
470,108,695
471,623,1063
472,964,1084
473,132,718
474,45,968
475,547,344
476,624,667
477,714,1036
478,257,730
479,942,497
480,716,1026
481,739,262
482,382,361
483,142,133
484,336,448
485,691,881
486,630,465
487,834,306
488,414,574
489,261,917
490,836,221
491,524,783
492,43,156
493,889,398
494,269,489
495,304,935
496,67,888
497,918,379
498,88,948
499,763,370
500,79,8
501,569,382
502,982,721
503,892,976
504,474,279
505,60,51
506,834,35
507,77,210
508,535,444
509,656,811
510,304,719
511,794,487
512,261,238
513,122,332
514,522,136
515,384,776
516,755,327
517,721,183
518,710,1026
519,255,455
520,851,1074
521,125,810
522,216,898
523,192,702
524,786,985
525,234,682
526,926,1043
527,880,196
528,574,981
529,842,977
530,591,1017
531,699,193
532,638,1060
533,902,127
534,403,550
535,760,1079
536,638,844
537,485,979
538,501,774
539,747,816
540,615,506
541,995,125
542,419,712
543,398,738
544,762,110
545,299,217
546,364,623
547,366,455
548,606,694
549,381,1091
550,704,853
551,908,936
552,981,922
553,768,139
554,996,229
555,793,510
556,363,982
557,72,106
558,955,1005
559,392,424
560,902,455
561,849,448
562,517,683
563,167,158
564,230,635
565,225,579
566,35,1061
567,933,106
568,86,872
569,433,796
570,472,53
571,565,827
572,57,1045
573,244,762
574,505,192
575,890,757
576,173,499
577,959,1008
578,814,689
579,800,996
580,291,799
581,951,815
582,318,25
583,689,1096
584,236,214
585,877,31
586,726,160
587,405,169
588,117,822
589,693,81
590,138,954
591,808,790
592,763,210
593,81,25
594,722,498
595,311,115
596,847,232
597,186,965
598,726,443
599,378,239
600,387,80
601,8,165
602,538,829
603,563,716
604,971,311
605,436,444
606,778,566
607,326,396
608,717,191
609,148,1006
610,414,500
611,751,608
612,192,838
613,991,640
614,135,821
615,678,14
616,80,402
617,820,1093
618,744,558
619,517,253
620,264,886
621,879,315
622,165,1067
623,392,766
624,310,16
625,36,481
626,662,6
627,819,67
628,842,78
629,137,273
630,877,463
631,192,238
632,86,1072
633,912,377
634,947,594
635,350,484
636,383,354
637,450,456
638,686,434
639,810,85
640,722,612
641,932,961
642,470,577
643,801,379
644,279,632
645,805,540
646,219,576
647,347,275
648,209,748
649,454,871
650,176,904
651,626,100
652,876,196
653,344,1056
654,539,250
655,992,546
656,181,603
657,505,426
658,138,456
659,308,767
660,277,471
661,591,16
662,310,937
663,445,243
664,470,928
665,474,167
666,811,685
667,52,261
668,835,717
669,958,691
670,982,598
671,646,651
672,996,381
673,86,79
674,469,741
675,192,214
676,615,306
677,762,232
678,850,115
679,272,867
680,312,440
681,121,594
682,640,599
683,746,918
684,465,55
685,479,453
686,812,814
687,888,843
688,226,459
689,896,1039
690,60,1093
691,800,1003
692,842,33
693,346,608
694,115,896
695,578,474
696,379,677
697,583,300
698,18,688
699,287,156
700,321,300
701,872,1081
702,872,495
703,531,62
704,187,702
705,578,31
706,787,529
707,810,358
708,376,203
709,764,78
710,524,47
711,574,772
712,203,421
713,935,634
714,607,75
715,727,117
716,144,268
717,612,883
718,544,88
719,553,715
720,780,754
721,1,544
722,318,638
723,937,202
724,191,1040
725,180,306
726,43,685
727,480,729
728,93,442
729,293,757
730,57,631
731,686,271
732,952,431
733,816,576
734,214,871
735,879,359
736,871,891
737,736,451
738,824,17
739,745,372
740,3,772
741,861,517
742,50,713
743,507,453
744,4,910
745,894,392
746,149,969
747,344,376
748,327,775
749,879,481
750,191,466
751,321,733
752,98,457
753,732,558
754,367,642
755,926,301
756,982,378
757,499,193
758,469,286
759,589,884
760,372,962
761,590,678
762,398,364
763,689,363
764,416,979
765,750,973
766,430,152
767,252,908
768,257,531
769,496,148
770,941,880
771,212,529
772,630,93
773,243,1021
774,74,365
775,81,212
776,689,837
777,456,546
778,74,50
779,493,539
780,424,712
781,416,181
782,649,718
783,90,678
784,574,1074
785,177,378
786,326,620
787,279,911
788,574,634
789,97,727
790,915,507
791,267,16
792,168,415
793,521,132
794,611,721
795,248,51
796,825,826
797,322,917
798,586,812
799,745,29
800,631,48
801,211,443
802,416,809
803,227,266
804,714,378
805,568,704
806,6,479
807,7,319
808,964,337
809,12,286
810,734,268
811,294,412
812,9,442
813,352,352
814,670,773
815,347,1026
816,992,79
817,457,937
818,341,168
819,292,935
820,407,911
821,37,700
822,293,918
823,961,69
824,490,924
825,374,579
826,567,640
827,739,420
828,700,587
829,853,301
830,889,491
831,645,600
832,947,468
833,663,368
